run,year_model,base_step,policy_id,enactment_year,rel_year,p_yes,likert,category,n_variants
continuous_d23,1931,150975,US-1941-DARBY,1941,-10,0.04829865315664311,-0.05928229730817826,Labor,100
continuous_d23,1931,150975,US-1941-LEND-LEASE,1941,-10,0.06093617369712011,-0.0517434692250337,Natl Security & Foreign,99
continuous_d23,1931,150975,US-1942-EMERGENCY-PRICE-CONTROL,1942,-11,0.05151701377270413,-0.04921263233926239,Natl Security & Foreign,100
continuous_d23,1931,150975,US-1943-CHINESE-EXCLUSION-REPEAL,1943,-12,0.07844214474895243,-0.04690536836781848,Immigration,99
continuous_d23,1931,150975,US-1945-BRETTON-WOODS,1945,-14,0.054853699142820664,-0.05372585946486294,Natl Security & Foreign,100
continuous_d23,1931,150975,US-1945-UN-PARTICIPATION,1945,-14,0.0728645291325181,-0.052951685601172895,Natl Security & Foreign,100
continuous_d23,1931,150975,US-1946-APA,1946,-15,0.06621922588475597,-0.059722873357769914,Democracy & Governance,100
continuous_d23,1931,150975,US-1948-DISPLACED-PERSONS-ACT,1948,-17,0.05655666014450153,-0.054627067850572815,Immigration,99
continuous_d23,1931,150975,US-1948-MARSHALL-PLAN,1948,-17,0.05736204297879234,-0.060181931558952816,Natl Security & Foreign,100
continuous_d23,1931,150975,US-1948-SHELLEY,1948,-17,0.061039991443302195,-0.03949003878359571,Civil Rights,100
continuous_d23,1931,150975,US-1950-DPA,1950,-19,0.05449748999087101,-0.04699430676658983,Economy & Finance,100
continuous_d23,1931,150975,US-1950-INTERNAL-SECURITY,1950,-19,0.05516134089232368,-0.05378637208691175,Natl Security & Foreign,100
continuous_d23,1931,150975,US-1951-DENNIS,1951,-20,0.07126758944564664,-0.04834525573616809,Civil Liberties,97
continuous_d23,1931,150975,US-1933-TVA,1933,-2,0.061836385127336385,-0.0381264364256315,Democracy & Governance,99
continuous_d23,1931,150975,US-1933-NIRA,1933,-2,0.05203653320322249,-0.05539463294244243,Economy & Finance,100
continuous_d23,1931,150975,US-1942-EO9066,1942,-11,0.05980951556180383,-0.0625298736164177,Civil Rights,100
continuous_d23,1931,150975,US-1947-TRUMAN-DOCTRINE,1947,-16,0.04627424712144223,-0.052398138470331965,Natl Security & Foreign,100
continuous_d23,1932,152287,US-1933-GLASS-STEAGALL,1933,-1,0.4175739832328641,0.03343040064461775,Economy & Finance,100
continuous_d23,1932,152287,US-1933-PROHIBITION-REPEAL,1933,-1,0.37823972716212867,-0.005479746045861454,Civil Liberties,100
continuous_d23,1932,152287,US-1933-SECURITIES-ACT,1933,-1,0.45871496848820187,0.06711159657421892,Economy & Finance,99
continuous_d23,1932,152287,US-1934-EXCHANGE-ACT,1934,-2,0.44058620990490593,-0.01967192377821623,Economy & Finance,100
continuous_d23,1932,152287,US-1934-IRA,1934,-2,0.4169710756314015,0.03177951983953371,Civil Rights,100
continuous_d23,1932,152287,US-1934-NATIONAL-HOUSING-ACT,1934,-2,0.4044202429965828,0.01901152658421988,Health/Welfare/Educ,100
continuous_d23,1932,152287,US-1935-NIRA-SCHECHTER,1935,-3,0.5165880910153979,0.04504108873741898,Democracy & Governance,100
continuous_d23,1932,152287,US-1935-NLRA,1935,-3,0.4846798167574545,0.0012240051484103346,Labor,100
continuous_d23,1932,152287,US-1935-SOCIAL-SECURITY,1935,-3,0.3603065571862458,-0.007203683538376052,Health/Welfare/Educ,100
continuous_d23,1932,152287,US-1936-AAA-BUTLER,1936,-4,0.3362206123333605,0.05756253880039264,Democracy & Governance,100
continuous_d23,1932,152287,US-1937-JONES-LAUGHLIN,1937,-5,0.4511339314732535,0.08989667419352639,Labor,100
continuous_d23,1932,152287,US-1937-WEST-COAST-HOTEL,1937,-5,0.39995643430990085,0.10489949319618547,Labor,100
continuous_d23,1932,152287,US-1938-FDCA,1938,-6,0.5160166891262518,0.017229145257275525,Economy & Finance,100
continuous_d23,1932,152287,US-1938-FLSA,1938,-6,0.5363550682216384,-0.005609161863604277,Labor,100
continuous_d23,1932,152287,US-1941-EO8802,1941,-9,0.4496636247972717,0.051262410041717235,Civil Rights,100
continuous_d23,1932,152287,US-1942-WICKARD,1942,-10,0.37441002543109553,-0.03120303027808685,Democracy & Governance,100
continuous_d23,1932,152287,US-1944-GI-BILL,1944,-12,0.37080888624041036,-0.06526934288862817,Health/Welfare/Educ,100
continuous_d23,1932,152287,US-1944-KOREMATSU,1944,-12,0.453371163462485,-0.03248038417402868,Civil Rights,100
continuous_d23,1932,152287,US-1946-EMPLOYMENT-ACT,1946,-14,0.4073332681922787,-0.011305691756868727,Economy & Finance,100
continuous_d23,1932,152287,US-1947-NATIONAL-SECURITY-ACT,1947,-15,0.35516353759293223,-0.038271297316858195,Natl Security & Foreign,100
continuous_d23,1932,152287,US-1947-TAFT-HARTLEY,1947,-15,0.5179919995132142,0.046319485757782185,Labor,100
continuous_d23,1932,152287,US-1948-EO9981,1948,-16,0.3501863468965555,-0.03372317993199049,Civil Rights,100
continuous_d23,1932,152287,US-1952-INA,1952,-20,0.34018448631226744,0.03214133935248486,Immigration,100
continuous_d23,1932,152287,US-1952-YOUNGSTOWN,1952,-20,0.43366492047364574,0.025443812288297864,Democracy & Governance,99
continuous_d23,1932,152287,US-1930-SMOOT-HAWLEY,1930,2,0.3254639758936155,0.056513778797206295,Economy & Finance,100
continuous_d23,1932,152287,US-1932-RFC,1932,0,0.4199024911112793,-0.028723563197373604,Economy & Finance,100
continuous_d23,1932,152287,US-1932-NORRIS-LAGUARDIA,1932,0,0.3063710124440066,0.044875971849381156,Labor,100
continuous_d23,1932,152287,US-1933-CCC,1933,-1,0.44615640760217135,0.024660728930419342,Democracy & Governance,100
continuous_d23,1932,152287,US-1933-FERA,1933,-1,0.39756826467508766,-0.033027869006463026,Health/Welfare/Educ,99
continuous_d23,1932,152287,US-1933-HOME-OWNERS-LOAN,1933,-1,0.36258384960185064,0.025656292479523314,Health/Welfare/Educ,99
continuous_d23,1932,152287,US-1934-NFA,1934,-2,0.41951156452754035,-0.006762761321331157,Criminal Justice & Guns,100
continuous_d23,1932,152287,US-1935-PUHCA,1935,-3,0.4519876710900991,0.007425869865463879,Environment & Energy,100
continuous_d23,1932,152287,US-1936-RURAL-ELECTRIFICATION,1936,-4,0.4133429337230393,0.009189590047159583,Environment & Energy,100
continuous_d23,1932,152287,US-1939-HATCH-ACT,1939,-7,0.40780172072034326,0.0328428829964773,Civil Rights,100
continuous_d23,1932,152287,US-1940-SELECTIVE-TRAINING,1940,-8,0.36967637226216254,0.023143877730017356,Natl Security & Foreign,100
continuous_d23,1932,152287,US-1940-SMITH-ACT,1940,-8,0.3040777601748131,0.0161852887902452,Natl Security & Foreign,99
continuous_d23,1932,152287,US-1941-DARBY,1941,-9,0.4939044265827717,0.02841155629092519,Labor,100
continuous_d23,1932,152287,US-1941-LEND-LEASE,1941,-9,0.27023627596822203,-0.004654676700122655,Natl Security & Foreign,99
continuous_d23,1932,152287,US-1942-EMERGENCY-PRICE-CONTROL,1942,-10,0.4446913640758892,0.051908038303563754,Natl Security & Foreign,100
continuous_d23,1932,152287,US-1943-CHINESE-EXCLUSION-REPEAL,1943,-11,0.21422910720816057,0.03762839080141972,Immigration,99
continuous_d23,1932,152287,US-1945-BRETTON-WOODS,1945,-13,0.25893522347201353,0.011026230653504727,Natl Security & Foreign,100
continuous_d23,1932,152287,US-1945-UN-PARTICIPATION,1945,-13,0.20203345579243373,-0.05122066216280441,Natl Security & Foreign,100
continuous_d23,1932,152287,US-1946-APA,1946,-14,0.4410319287975069,-0.0040798371814768876,Democracy & Governance,100
continuous_d23,1932,152287,US-1948-DISPLACED-PERSONS-ACT,1948,-16,0.21992525201147395,0.04211011529876686,Immigration,99
continuous_d23,1932,152287,US-1948-MARSHALL-PLAN,1948,-16,0.2926973651186206,0.018013660697589834,Natl Security & Foreign,100
continuous_d23,1932,152287,US-1948-SHELLEY,1948,-16,0.40042027849549905,0.07824957528518467,Civil Rights,100
continuous_d23,1932,152287,US-1950-DPA,1950,-18,0.3817666159072673,-0.036040341176146094,Economy & Finance,100
continuous_d23,1932,152287,US-1950-INTERNAL-SECURITY,1950,-18,0.2915259607515235,0.06173460068862855,Natl Security & Foreign,100
continuous_d23,1932,152287,US-1951-DENNIS,1951,-19,0.3690022288029159,0.08936985533663969,Civil Liberties,97
continuous_d23,1932,152287,US-1933-TVA,1933,-1,0.4337205129351603,-0.0945735258231478,Democracy & Governance,99
continuous_d23,1932,152287,US-1933-NIRA,1933,-1,0.5006610473622465,-0.0014134573739620297,Economy & Finance,100
continuous_d23,1932,152287,US-1942-EO9066,1942,-10,0.4246413154570602,-0.02737982173358896,Civil Rights,100
continuous_d23,1932,152287,US-1947-TRUMAN-DOCTRINE,1947,-15,0.2744730183954852,0.001230243379711969,Natl Security & Foreign,100
continuous_d23,1933,153408,US-1933-GLASS-STEAGALL,1933,0,0.8034467001327773,0.0496447143422956,Economy & Finance,100
continuous_d23,1933,153408,US-1933-PROHIBITION-REPEAL,1933,0,0.7741350086926713,-0.07496194354547828,Civil Liberties,100
continuous_d23,1933,153408,US-1933-SECURITIES-ACT,1933,0,0.8743476725215581,0.024464187906367764,Economy & Finance,99
continuous_d23,1933,153408,US-1934-EXCHANGE-ACT,1934,-1,0.8359408814080456,-0.05880540522129974,Economy & Finance,100
continuous_d23,1933,153408,US-1934-IRA,1934,-1,0.7951250123142029,0.04177285451639607,Civil Rights,100
continuous_d23,1933,153408,US-1934-NATIONAL-HOUSING-ACT,1934,-1,0.8182866015537393,0.027300141558624865,Health/Welfare/Educ,100
continuous_d23,1933,153408,US-1935-NIRA-SCHECHTER,1935,-2,0.8093086024064398,0.07611007509104571,Democracy & Governance,100
continuous_d23,1933,153408,US-1935-NLRA,1935,-2,0.8345185651136383,-0.023296849594103396,Labor,100
continuous_d23,1933,153408,US-1935-SOCIAL-SECURITY,1935,-2,0.8152049097901771,0.09480881217621114,Health/Welfare/Educ,100
continuous_d23,1933,153408,US-1936-AAA-BUTLER,1936,-3,0.7183470315790165,0.07706207655207707,Democracy & Governance,100
continuous_d23,1933,153408,US-1937-JONES-LAUGHLIN,1937,-4,0.7989420321013825,0.056851905823926366,Labor,100
continuous_d23,1933,153408,US-1937-WEST-COAST-HOTEL,1937,-4,0.785842821059389,0.11032924456420654,Labor,100
continuous_d23,1933,153408,US-1938-FDCA,1938,-5,0.8393462566136562,-0.06305001469308738,Economy & Finance,100
continuous_d23,1933,153408,US-1938-FLSA,1938,-5,0.8652527469608055,-0.00747236314378618,Labor,100
continuous_d23,1933,153408,US-1941-EO8802,1941,-8,0.6915220595583884,0.06112958532454301,Civil Rights,100
continuous_d23,1933,153408,US-1942-WICKARD,1942,-9,0.7172843232414414,0.008641775361169276,Democracy & Governance,100
continuous_d23,1933,153408,US-1944-GI-BILL,1944,-11,0.8346260047273026,0.013179746589823467,Health/Welfare/Educ,100
continuous_d23,1933,153408,US-1944-KOREMATSU,1944,-11,0.804967126362424,0.04264415562775447,Civil Rights,100
continuous_d23,1933,153408,US-1946-EMPLOYMENT-ACT,1946,-13,0.7628400784047439,0.01614242614860835,Economy & Finance,100
continuous_d23,1933,153408,US-1947-NATIONAL-SECURITY-ACT,1947,-14,0.7601125479295249,-0.01670616491499748,Natl Security & Foreign,100
continuous_d23,1933,153408,US-1947-TAFT-HARTLEY,1947,-14,0.8561102721888204,0.047626671080234884,Labor,100
continuous_d23,1933,153408,US-1948-EO9981,1948,-15,0.7219349068359081,0.01708146188910707,Civil Rights,100
continuous_d23,1933,153408,US-1952-INA,1952,-19,0.8066858155443508,-0.027049442160409144,Immigration,100
continuous_d23,1933,153408,US-1952-YOUNGSTOWN,1952,-19,0.6964375499707269,0.019297556458770678,Democracy & Governance,99
continuous_d23,1933,153408,US-1930-SMOOT-HAWLEY,1930,3,0.7291771156299102,0.12974664135298425,Economy & Finance,100
continuous_d23,1933,153408,US-1932-RFC,1932,1,0.7931706211676491,0.0660262310269339,Economy & Finance,100
continuous_d23,1933,153408,US-1932-NORRIS-LAGUARDIA,1932,1,0.6349446585160897,0.11695337703867588,Labor,100
continuous_d23,1933,153408,US-1933-CCC,1933,0,0.8192914336013598,0.10458300297256808,Democracy & Governance,100
continuous_d23,1933,153408,US-1933-FERA,1933,0,0.7772320352099885,0.08757090043234991,Health/Welfare/Educ,99
continuous_d23,1933,153408,US-1933-HOME-OWNERS-LOAN,1933,0,0.7443287749603064,0.13007569750200842,Health/Welfare/Educ,99
continuous_d23,1933,153408,US-1934-NFA,1934,-1,0.8313037678556873,-0.0008419869114753476,Criminal Justice & Guns,100
continuous_d23,1933,153408,US-1935-PUHCA,1935,-2,0.7928417832957345,0.13228014144832057,Environment & Energy,100
continuous_d23,1933,153408,US-1936-RURAL-ELECTRIFICATION,1936,-3,0.8008362230873243,0.046072644458841495,Environment & Energy,100
continuous_d23,1933,153408,US-1939-HATCH-ACT,1939,-6,0.794419384593565,-0.01205527658093402,Civil Rights,100
continuous_d23,1933,153408,US-1940-SELECTIVE-TRAINING,1940,-7,0.7311114174559427,0.004198045298894705,Natl Security & Foreign,100
continuous_d23,1933,153408,US-1940-SMITH-ACT,1940,-7,0.7613854015892079,0.012247175198434757,Natl Security & Foreign,99
continuous_d23,1933,153408,US-1941-DARBY,1941,-8,0.8286397846420911,-0.02663500498399821,Labor,100
continuous_d23,1933,153408,US-1941-LEND-LEASE,1941,-8,0.7034061617817596,0.013808494820163076,Natl Security & Foreign,99
continuous_d23,1933,153408,US-1942-EMERGENCY-PRICE-CONTROL,1942,-9,0.8710229896566432,0.05766846078052188,Natl Security & Foreign,100
continuous_d23,1933,153408,US-1943-CHINESE-EXCLUSION-REPEAL,1943,-10,0.7474876406098134,0.02112960453536677,Immigration,99
continuous_d23,1933,153408,US-1945-BRETTON-WOODS,1945,-12,0.6451372142704264,-0.010502464772408557,Natl Security & Foreign,100
continuous_d23,1933,153408,US-1945-UN-PARTICIPATION,1945,-12,0.575777088672943,-0.06777788153038443,Natl Security & Foreign,100
continuous_d23,1933,153408,US-1946-APA,1946,-13,0.7375949326851212,0.03396952444269607,Democracy & Governance,100
continuous_d23,1933,153408,US-1948-DISPLACED-PERSONS-ACT,1948,-15,0.7382367375366632,0.17993539873625525,Immigration,99
continuous_d23,1933,153408,US-1948-MARSHALL-PLAN,1948,-15,0.75477170746047,-0.01681650554863517,Natl Security & Foreign,100
continuous_d23,1933,153408,US-1948-SHELLEY,1948,-15,0.802476813604002,0.08760230533152509,Civil Rights,100
continuous_d23,1933,153408,US-1950-DPA,1950,-17,0.7345296455777799,-0.0039995126679442635,Economy & Finance,100
continuous_d23,1933,153408,US-1950-INTERNAL-SECURITY,1950,-17,0.7167762403911923,0.054519840387678944,Natl Security & Foreign,100
continuous_d23,1933,153408,US-1951-DENNIS,1951,-18,0.7428590484389272,0.07879290752514669,Civil Liberties,97
continuous_d23,1933,153408,US-1933-TVA,1933,0,0.8263243737390582,-0.0921006377388749,Democracy & Governance,99
continuous_d23,1933,153408,US-1933-NIRA,1933,0,0.8072644013376891,-0.04007116265551616,Economy & Finance,100
continuous_d23,1933,153408,US-1942-EO9066,1942,-9,0.7066172248144563,-0.08247288962133659,Civil Rights,100
continuous_d23,1933,153408,US-1947-TRUMAN-DOCTRINE,1947,-14,0.7244380211708743,-0.031899230909875904,Natl Security & Foreign,100
continuous_d23,1934,154528,US-1933-GLASS-STEAGALL,1933,1,0.8637426214609591,0.07263626661034389,Economy & Finance,100
continuous_d23,1934,154528,US-1933-PROHIBITION-REPEAL,1933,1,0.7547400714769398,-0.06990041256927791,Civil Liberties,100
continuous_d23,1934,154528,US-1933-SECURITIES-ACT,1933,1,0.8330509569574996,-0.019215300965575367,Economy & Finance,99
continuous_d23,1934,154528,US-1934-EXCHANGE-ACT,1934,0,0.7871803983078515,-0.09688532949147799,Economy & Finance,100
continuous_d23,1934,154528,US-1934-IRA,1934,0,0.7557373789185565,-0.022158839637278924,Civil Rights,100
continuous_d23,1934,154528,US-1934-NATIONAL-HOUSING-ACT,1934,0,0.8013637810342492,-0.027322193012137216,Health/Welfare/Educ,100
continuous_d23,1934,154528,US-1935-NIRA-SCHECHTER,1935,-1,0.8831898948229433,0.14102886943154697,Democracy & Governance,100
continuous_d23,1934,154528,US-1935-NLRA,1935,-1,0.8134147137017317,-0.030930034601331213,Labor,100
continuous_d23,1934,154528,US-1935-SOCIAL-SECURITY,1935,-1,0.7353266056579831,0.08989983319978398,Health/Welfare/Educ,100
continuous_d23,1934,154528,US-1936-AAA-BUTLER,1936,-2,0.8117014665658435,0.08529719627952803,Democracy & Governance,100
continuous_d23,1934,154528,US-1937-JONES-LAUGHLIN,1937,-3,0.8461331464580837,0.034910047795253064,Labor,100
continuous_d23,1934,154528,US-1937-WEST-COAST-HOTEL,1937,-3,0.8099047839315316,0.047248953746082956,Labor,100
continuous_d23,1934,154528,US-1938-FDCA,1938,-4,0.7968127267327393,-0.09929023873541779,Economy & Finance,100
continuous_d23,1934,154528,US-1938-FLSA,1938,-4,0.841251360825564,-0.04525514547454514,Labor,100
continuous_d23,1934,154528,US-1941-EO8802,1941,-7,0.7413273082053183,-0.02592776826977087,Civil Rights,100
continuous_d23,1934,154528,US-1942-WICKARD,1942,-8,0.7185724446435796,-0.041828441309484,Democracy & Governance,100
continuous_d23,1934,154528,US-1944-GI-BILL,1944,-10,0.7716169157800259,-0.03177104494378933,Health/Welfare/Educ,100
continuous_d23,1934,154528,US-1944-KOREMATSU,1944,-10,0.747571626956773,-0.0424819340905278,Civil Rights,100
continuous_d23,1934,154528,US-1946-EMPLOYMENT-ACT,1946,-12,0.8014237565062409,-0.024184981284837773,Economy & Finance,100
continuous_d23,1934,154528,US-1947-NATIONAL-SECURITY-ACT,1947,-13,0.7894106075335224,-0.025319254732477772,Natl Security & Foreign,100
continuous_d23,1934,154528,US-1947-TAFT-HARTLEY,1947,-13,0.8393281135989341,-0.02002995067396849,Labor,100
continuous_d23,1934,154528,US-1948-EO9981,1948,-14,0.7801583407621149,-0.0009163165428094011,Civil Rights,100
continuous_d23,1934,154528,US-1952-INA,1952,-18,0.7916126761700898,0.016662574478830926,Immigration,100
continuous_d23,1934,154528,US-1952-YOUNGSTOWN,1952,-18,0.8608144206846412,-0.027018037660860375,Democracy & Governance,99
continuous_d23,1934,154528,US-1954-BROWN,1954,-20,0.7962904137594391,-0.0742455502907634,Civil Rights,100
continuous_d23,1934,154528,US-1930-SMOOT-HAWLEY,1930,4,0.7409474452195732,0.012188869507742782,Economy & Finance,100
continuous_d23,1934,154528,US-1932-RFC,1932,2,0.7610536893017109,-0.04403681526395358,Economy & Finance,100
continuous_d23,1934,154528,US-1932-NORRIS-LAGUARDIA,1932,2,0.7418721834948343,-0.06986655235026867,Labor,100
continuous_d23,1934,154528,US-1933-CCC,1933,1,0.7374791068795855,0.06499787485141026,Democracy & Governance,100
continuous_d23,1934,154528,US-1933-FERA,1933,1,0.7651798586950486,0.027370942992491005,Health/Welfare/Educ,99
continuous_d23,1934,154528,US-1933-HOME-OWNERS-LOAN,1933,1,0.729012426791643,-0.026641204700516462,Health/Welfare/Educ,99
continuous_d23,1934,154528,US-1934-NFA,1934,0,0.8006287443061969,-0.10349895288589712,Criminal Justice & Guns,100
continuous_d23,1934,154528,US-1935-PUHCA,1935,-1,0.7646105060775205,0.03533202531435827,Environment & Energy,100
continuous_d23,1934,154528,US-1936-RURAL-ELECTRIFICATION,1936,-2,0.8010602870336746,-0.02328059520527488,Environment & Energy,100
continuous_d23,1934,154528,US-1939-HATCH-ACT,1939,-5,0.7786335002756971,-0.07228641556381589,Civil Rights,100
continuous_d23,1934,154528,US-1940-SELECTIVE-TRAINING,1940,-6,0.7992159492884339,-0.024744083066695573,Natl Security & Foreign,100
continuous_d23,1934,154528,US-1940-SMITH-ACT,1940,-6,0.7872979053123983,0.021974530959031013,Natl Security & Foreign,99
continuous_d23,1934,154528,US-1941-DARBY,1941,-7,0.8632476982927827,-0.059307547463367444,Labor,100
continuous_d23,1934,154528,US-1941-LEND-LEASE,1941,-7,0.7741014175359276,-0.05872784220353899,Natl Security & Foreign,99
continuous_d23,1934,154528,US-1942-EMERGENCY-PRICE-CONTROL,1942,-8,0.8707223070724457,-0.06645674928018085,Natl Security & Foreign,100
continuous_d23,1934,154528,US-1943-CHINESE-EXCLUSION-REPEAL,1943,-9,0.6781459546665964,-0.0014728886831695091,Immigration,99
continuous_d23,1934,154528,US-1945-BRETTON-WOODS,1945,-11,0.7375018257677756,0.002438312923307702,Natl Security & Foreign,100
continuous_d23,1934,154528,US-1945-UN-PARTICIPATION,1945,-11,0.740521973298975,-0.047787708371911,Natl Security & Foreign,100
continuous_d23,1934,154528,US-1946-APA,1946,-12,0.7357944320310646,-0.042057051968715384,Democracy & Governance,100
continuous_d23,1934,154528,US-1948-DISPLACED-PERSONS-ACT,1948,-14,0.7406434369254457,0.016823048477463205,Immigration,99
continuous_d23,1934,154528,US-1948-MARSHALL-PLAN,1948,-14,0.8193518767138563,0.02825393720700414,Natl Security & Foreign,100
continuous_d23,1934,154528,US-1948-SHELLEY,1948,-14,0.7965562352911446,0.05020030723505365,Civil Rights,100
continuous_d23,1934,154528,US-1950-DPA,1950,-16,0.8294644974090848,-0.053248147746503716,Economy & Finance,100
continuous_d23,1934,154528,US-1950-INTERNAL-SECURITY,1950,-16,0.7823800527080691,0.07345116166101254,Natl Security & Foreign,100
continuous_d23,1934,154528,US-1951-DENNIS,1951,-17,0.8221345261580703,0.12214996385315564,Civil Liberties,97
continuous_d23,1934,154528,US-1933-TVA,1933,1,0.6599832837994616,0.010382627732634413,Democracy & Governance,99
continuous_d23,1934,154528,US-1933-NIRA,1933,1,0.7763200640995811,-0.07589584453242942,Economy & Finance,100
continuous_d23,1934,154528,US-1942-EO9066,1942,-8,0.7613212379366585,-0.04462056584950323,Civil Rights,100
continuous_d23,1934,154528,US-1947-TRUMAN-DOCTRINE,1947,-13,0.7759040940360526,0.10092668385700795,Natl Security & Foreign,100
continuous_d23,1935,155694,US-1933-GLASS-STEAGALL,1933,2,0.29755689942971353,-0.036715286789101714,Economy & Finance,100
continuous_d23,1935,155694,US-1933-PROHIBITION-REPEAL,1933,2,0.27448757234268895,-0.024225303908302957,Civil Liberties,100
continuous_d23,1935,155694,US-1933-SECURITIES-ACT,1933,2,0.2775278291161373,-0.021410104375715843,Economy & Finance,99
continuous_d23,1935,155694,US-1934-EXCHANGE-ACT,1934,1,0.2794332980900187,-0.03304020826611205,Economy & Finance,100
continuous_d23,1935,155694,US-1934-IRA,1934,1,0.27038040668026997,-0.03701251413228407,Civil Rights,100
continuous_d23,1935,155694,US-1934-NATIONAL-HOUSING-ACT,1934,1,0.3042879570033644,-0.029962754432894645,Health/Welfare/Educ,100
continuous_d23,1935,155694,US-1935-NIRA-SCHECHTER,1935,0,0.2503672844993679,-0.012539518470632892,Democracy & Governance,100
continuous_d23,1935,155694,US-1935-NLRA,1935,0,0.2862793766964402,-0.03971393373297599,Labor,100
continuous_d23,1935,155694,US-1935-SOCIAL-SECURITY,1935,0,0.2896941815048036,-0.029426304841590197,Health/Welfare/Educ,100
continuous_d23,1935,155694,US-1936-AAA-BUTLER,1936,-1,0.28378197330964633,-0.0198851431066838,Democracy & Governance,100
continuous_d23,1935,155694,US-1937-JONES-LAUGHLIN,1937,-2,0.2803126693584116,-0.012066552993487266,Labor,100
